champion,patch,id_postaci
Jax,15.09,1214
Pantheon,15.09,1215
Renekton,15.09,1216
Morgana,15.09,1217
Viktor,15.09,1218
Fiddlesticks,15.09,1219
Jarvan Iv,15.09,1220
Draven,15.09,1221
Naafiri,15.09,1222
Lucian,15.09,1223
Milio,15.09,1224
Rengar,15.09,1225
Vayne,15.09,1226
Karma,15.09,1227
Ryze,15.09,1228
Bard,15.09,1229
Zilean,15.08,1230
Skarner,15.09,1231
Sivir,15.09,1232
Lillia,15.09,1233
Master Yi,15.09,1234
Zed,15.09,1235
Miss Fortune,15.09,1236
Zac,15.09,1237
Hwei,15.09,1238
Diana,15.09,1239
Yasuo,15.09,1240
Yorick,15.09,1241
Wukong,15.09,1242
Sylas,15.09,1243
Elise,15.09,1244
Zeri,15.09,1245
Lulu,15.09,1246
Leblanc,15.09,1247
Nami,15.09,1248
Nidalee,15.09,1249
Blitzcrank,15.09,1250
Camille,15.09,1251
Aurelion Sol,15.09,1252
Kalista,15.09,1253
Shen,15.09,1254
Nocturne,15.09,1255
Zoe,15.09,1256
Janna,15.09,1257
Ziggs,15.09,1258
Amumu,15.09,1259
Swain,15.09,1260
Yuumi,15.09,1261
Karthus,15.09,1262
Mordekaiser,15.09,1263
Volibear,15.09,1264
Hecarim,15.09,1265
Vladimir,15.09,1266
Lux,15.09,1267
Xerath,15.09,1268
Samira,15.09,1269
Malphite,15.09,1270
Seraphine,15.09,1271
Annie,15.09,1272
Trundle,15.09,1273
Cho'Gath,15.09,1274
Dr. Mundo,15.09,1275
Anivia,15.09,1276
Tahm Kench,15.09,1277
Irelia,15.09,1278
Fiora,15.09,1279
Lux,15.08,1280
Darius,15.09,1281
Kassadin,15.09,1282
Taric,15.09,1283
Olaf,15.09,1284
Garen,15.09,1285
Soraka,15.09,1286
Warwick,15.09,1287
Singed,15.09,1288
Sett,15.09,1289
Gangplank,15.09,1290
Cassiopeia,15.09,1291
Kha'Zix,15.09,1292
Senna,15.09,1293
Graves,15.09,1294
Udyr,15.09,1295
Nunu & Willump,15.09,1296
Twitch,15.09,1297
Nilah,15.09,1298
Sona,15.09,1299
Pyke,15.09,1300
Lissandra,15.09,1301
Kog'Maw,15.09,1302
Vex,15.09,1303
Thresh,15.09,1304
Shaco,15.09,1305
Quinn,15.09,1306
Kayn,15.09,1307
Teemo,15.09,1308
Rek'Sai,15.09,1309
Vel'Koz,15.09,1310
Kled,15.09,1311
Akshan,15.09,1312
Riven,15.09,1313
Evelynn,15.09,1314
Nasus,15.09,1315
Kayle,15.09,1316
Zilean,15.09,1317
Brand,15.09,1318
Bel'Veth,15.09,1319
Shyvana,15.09,1320
Talon,15.09,1321
Sion,15.1,1322
Xin Zhao,15.1,1323
Sylas,15.1,1324
Lucian,15.1,1325
Milio,15.1,1326
Gnar,15.1,1327
Vi,15.1,1328
Annie,15.1,1329
Senna,15.1,1330
Nautilus,15.1,1331
,15.1,1332
Gwen,15.1,1333
Lillia,15.1,1334
Yone,15.1,1335
Ashe,15.1,1336
Alistar,15.1,1337
Jayce,15.1,1338
Sejuani,15.1,1339
Syndra,15.1,1340
Varus,15.1,1341
Braum,15.1,1342
K'Sante,15.1,1343
Ivern,15.1,1344
Viktor,15.1,1345
Tristana,15.1,1346
Leona,15.1,1347
Renekton,15.1,1348
Maokai,15.1,1349
Orianna,15.1,1350
Jhin,15.1,1351
Rakan,15.1,1352
Wukong,15.1,1353
Ezreal,15.1,1354
Neeko,15.1,1355
Taliyah,15.1,1356
Miss Fortune,15.1,1357
Karma,15.1,1358
Ambessa,15.1,1359
Dr. Mundo,15.1,1360
Rumble,15.1,1361
Corki,15.1,1362
Nami,15.1,1363
Olaf,15.1,1364
Poppy,15.1,1365
Kalista,15.1,1366
Renata Glasc,15.1,1367
Ornn,15.1,1368
Pantheon,15.1,1369
Xayah,15.1,1370
Naafiri,15.1,1371
Ahri,15.1,1372
Pyke,15.1,1373
Rell,15.1,1374
Viego,15.1,1375
Aurora,15.1,1376
Yorick,15.1,1377
Kai'Sa,15.1,1378
Seraphine,15.1,1379
Nidalee,15.1,1380
Ryze,15.1,1381
Camille,15.1,1382
Galio,15.1,1383
Aatrox,15.1,1384
Nocturne,15.1,1385
Malzahar,15.1,1386
Twisted Fate,15.09,1387
Hwei,15.1,1388
Shen,15.1,1389
Azir,15.1,1390
Caitlyn,15.1,1391
Jinx,15.1,1392
Lulu,15.1,1393
Jarvan Iv,15.1,1394
Bard,15.1,1395
Ekko,15.1,1396
Vladimir,15.1,1397
Yasuo,15.1,1398
Skarner,15.1,1399
Zoe,15.1,1400
Aphelios,15.1,1401
Kled,15.1,1402
Trundle,15.1,1403
Xerath,15.1,1404
Brand,15.1,1405
Leblanc,15.1,1406
Quinn,15.1,1407
Evelynn,15.1,1408
Urgot,15.1,1409
Zyra,15.1,1410
Akali,15.1,1411
Lee Sin,15.1,1412
Kindred,15.1,1413
Zed,15.1,1414
Gangplank,15.1,1415
Jax,15.1,1416
Hecarim,15.1,1417
Elise,15.1,1418
Zeri,15.1,1419
Volibear,15.1,1420
Blitzcrank,15.1,1421
Tahm Kench,15.1,1422
Draven,15.1,1423
Smolder,15.1,1424
Morgana,15.1,1425
Mel,15.1,1426
Diana,15.1,1427
Samira,15.1,1428
Thresh,15.1,1429
Sett,15.1,1430
Rek'Sai,15.1,1431
Fiora,15.1,1432
Kayn,15.1,1433
Singed,15.1,1434
Janna,15.1,1435
Veigar,15.1,1436
Cassiopeia,15.1,1437
Kha'Zix,15.1,1438
Riven,15.1,1439
Ziggs,15.1,1440
Sivir,15.1,1441
Cho'Gath,15.1,1442
Mordekaiser,15.1,1443
Irelia,15.1,1444
Kennen,15.1,1445
Gragas,15.1,1446
Graves,15.1,1447
Nilah,15.1,1448
Tryndamere,15.1,1449
Lux,15.1,1450
Kayle,15.1,1451
Tryndamere,15.09,1452
Twisted Fate,15.1,1453
Garen,15.1,1454
Soraka,15.1,1455
Shyvana,15.1,1456
Anivia,15.1,1457
Taric,15.1,1458
Yuumi,15.1,1459
Kog'Maw,15.1,1460
Talon,15.1,1461
Vex,15.1,1462
Kassadin,15.1,1463
Udyr,15.1,1464
Swain,15.1,1465
Amumu,15.1,1466
Fiddlesticks,15.1,1467
Lissandra,15.1,1468
Rammus,15.1,1469
Katarina,15.1,1470
Aurelion Sol,15.1,1471
Zilean,15.1,1472
Nunu & Willump,15.1,1473
Bel'Veth,15.1,1474
Vayne,15.1,1475
Twitch,15.1,1476
Ornn,15.11,1477
Vi,15.11,1478
Taliyah,15.11,1479
Lucian,15.11,1480
Nami,15.11,1481
Sion,15.11,1482
Pantheon,15.11,1483
Sylas,15.11,1484
Kalista,15.11,1485
Renata Glasc,15.11,1486
,15.11,1487
Yorick,15.11,1488
Lee Sin,15.11,1489
Ryze,15.11,1490
Xayah,15.11,1491
Rakan,15.11,1492
Jax,15.11,1493
Xin Zhao,15.11,1494
Akali,15.11,1495
Corki,15.11,1496
Nautilus,15.11,1497
Gwen,15.11,1498
Sejuani,15.11,1499
Tristana,15.11,1500
Jhin,15.11,1501
Rell,15.11,1502
Gragas,15.11,1503
Poppy,15.11,1504
Azir,15.11,1505
Miss Fortune,15.11,1506
Alistar,15.11,1507
Rumble,15.11,1508
Diana,15.11,1509
Viego,15.11,1510
Senna,15.11,1511
Braum,15.11,1512
Aatrox,15.11,1513
Wukong,15.11,1514
Ahri,15.11,1515
Ezreal,15.11,1516
Karma,15.11,1517
Ambessa,15.11,1518
Galio,15.11,1519
Neeko,15.11,1520
Orianna,15.11,1521
Leona,15.11,1522
Annie,15.11,1523
Jayce,15.11,1524
Skarner,15.11,1525
Ashe,15.11,1526
Renekton,15.11,1527
Nocturne,15.11,1528
Viktor,15.11,1529
Kai'Sa,15.11,1530
Aurora,15.11,1531
Zeri,15.11,1532
Lulu,15.11,1533
Hwei,15.11,1534
Trundle,15.11,1535
Varus,15.11,1536
Maokai,15.11,1537
Sivir,15.11,1538
Ziggs,15.11,1539
K'Sante,15.11,1540
Gnar,15.11,1541
Lillia,15.11,1542
Milio,15.11,1543
Aphelios,15.11,1544
Naafiri,15.11,1545
Nidalee,15.11,1546
Leblanc,15.11,1547
Bard,15.11,1548
Sett,15.11,1549
Mel,15.11,1550
Jarvan Iv,15.11,1551
Sona,15.1,1552
Olaf,15.11,1553
Smolder,15.11,1554
Yone,15.11,1555
Dr. Mundo,15.11,1556
Riven,15.11,1557
Zoe,15.11,1558
Fiora,15.11,1559
Jinx,15.11,1560
Camille,15.11,1561
Taric,15.11,1562
Seraphine,15.11,1563
Kindred,15.11,1564
Kha'Zix,15.11,1565
Syndra,15.11,1566
Tahm Kench,15.11,1567
Amumu,15.11,1568
Shen,15.11,1569
Volibear,15.11,1570
Gangplank,15.11,1571
Fiddlesticks,15.11,1572
Udyr,15.11,1573
Vayne,15.11,1574
Yasuo,15.11,1575
Warwick,15.11,1576
Bel'Veth,15.11,1577
Ivern,15.11,1578
Blitzcrank,15.11,1579
Malphite,15.11,1580
Kayn,15.11,1581
Ekko,15.11,1582
Elise,15.11,1583
Xerath,15.11,1584
Vel'Koz,15.11,1585
Thresh,15.11,1586
Vladimir,15.11,1587
Cho'Gath,15.11,1588
Kennen,15.11,1589
Lissandra,15.11,1590
Draven,15.11,1591
Lux,15.11,1592
Caitlyn,15.11,1593
Mordekaiser,15.11,1594
Aurelion Sol,15.11,1595
Twitch,15.11,1596
Pyke,15.11,1597
Kog'Maw,15.11,1598
Yuumi,15.11,1599
Malzahar,15.11,1600
Zed,15.11,1601
Rek'Sai,15.11,1602
Nasus,15.11,1603
Darius,15.11,1604
Zilean,15.11,1605
Garen,15.11,1606
Shyvana,15.11,1607
Brand,15.11,1608
Cassiopeia,15.11,1609
Zyra,15.11,1610
Malphite,15.1,1611
Morgana,15.11,1612
Darius,15.1,1613
Heimerdinger,15.1,1614
Swain,15.11,1615
Irelia,15.11,1616
Rengar,15.11,1617
Kayle,15.11,1618
Nunu & Willump,15.11,1619
Qiyana,15.11,1620
Urgot,15.11,1621
Singed,15.11,1622
Vex,15.11,1623
Soraka,15.11,1624
Twisted Fate,15.11,1625
Kled,15.11,1626
Illaoi,15.11,1627
Jax,15.12,1628
Ambessa,15.12,1629
Ahri,15.12,1630
Varus,15.12,1631
Neeko,15.12,1632
Renekton,15.12,1633
Taliyah,15.12,1634
Cassiopeia,15.12,1635
Sivir,15.12,1636
Galio,15.12,1637
,15.12,1638
Aatrox,15.12,1639
Lee Sin,15.12,1640
Aurora,15.12,1641
Lucian,15.12,1642
Braum,15.12,1643
Kled,15.12,1644
Gwen,15.12,1645
Akali,15.12,1646
Ashe,15.12,1647
Rell,15.12,1648
Rumble,15.12,1649
Pantheon,15.12,1650
Aphelios,15.12,1651
Alistar,15.12,1652
Sion,15.12,1653
Trundle,15.12,1654
Ryze,15.12,1655
Senna,15.12,1656
Poppy,15.12,1657
Azir,15.12,1658
Jhin,15.12,1659
Gnar,15.12,1660
Viktor,15.12,1661
Rakan,15.12,1662
Kai'Sa,15.12,1663
Xin Zhao,15.12,1664
Vi,15.12,1665
Zeri,15.12,1666
Viego,15.12,1667
Annie,15.12,1668
K'Sante,15.12,1669
Sylas,15.12,1670
Irelia,15.12,1671
Tristana,15.12,1672
Nautilus,15.12,1673
Gragas,15.12,1674
Fiora,15.12,1675
Elise,15.12,1676
Xayah,15.12,1677
Veigar,15.11,1678
Zac,15.11,1679
Fizz,15.1,1680
Yorick,15.12,1681
Bard,15.12,1682
Jayce,15.12,1683
Corki,15.12,1684
Naafiri,15.12,1685
Ezreal,15.12,1686
Miss Fortune,15.12,1687
Cho'Gath,15.12,1688
Wukong,15.12,1689
Hwei,15.12,1690
Nocturne,15.12,1691
Twisted Fate,15.12,1692
Nami,15.12,1693
Darius,15.12,1694
Lulu,15.12,1695
Jinx,15.12,1696
Leona,15.12,1697
Shen,15.12,1698
Dr. Mundo,15.12,1699
Skarner,15.12,1700
Maokai,15.12,1701
Volibear,15.12,1702
Kindred,15.12,1703
Zilean,15.12,1704
Milio,15.12,1705
Sejuani,15.12,1706
Caitlyn,15.12,1707
Orianna,15.12,1708
Jarvan Iv,15.12,1709
Karma,15.12,1710
Mel,15.12,1711
Ornn,15.12,1712
Mordekaiser,15.12,1713
Yasuo,15.12,1714
Vayne,15.12,1715
Pyke,15.12,1716
Tahm Kench,15.12,1717
Smolder,15.12,1718
Seraphine,15.12,1719
Yone,15.12,1720
Camille,15.12,1721
Syndra,15.12,1722
Kennen,15.12,1723
Nilah,15.12,1724
Olaf,15.12,1725
Kalista,15.12,1726
Renata Glasc,15.12,1727
Vladimir,15.12,1728
Brand,15.12,1729
Udyr,15.12,1730
Ivern,15.12,1731
